"filename", "language", "C#", "Razor", "CSS", "XML", "JavaScript", "JSON", "comment", "blank", "total"
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\Shared\EventTimeline.razor", "Razor", 0, 203, 0, 0, 0, 0, 0, 32, 235
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\Shared\SectionHeader.razor", "Razor", 0, 25, 0, 0, 0, 0, 0, 6, 31
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\Shared\StateBanner.razor", "Razor", 0, 262, 0, 0, 0, 0, 0, 40, 302
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\Shared\StateBanner.razor.css", "CSS", 0, 0, 219, 0, 0, 0, 20, 41, 280
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\SugarGuard.Web.csproj", "XML", 0, 0, 0, 21, 0, 0, 0, 7, 28
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\Utilities\SafeRedirect.cs", "C#", 24, 0, 0, 0, 0, 0, 13, 10, 47
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\AdminHealthVm.cs", "C#", 15, 0, 0, 0, 0, 0, 6, 4, 25
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\AdminSystemStatsVm.cs", "C#", 26, 0, 0, 0, 0, 0, 17, 12, 55
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\AdminUserVm.cs", "C#", 20, 0, 0, 0, 0, 0, 4, 4, 28
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\AnalyticsVm.cs", "C#", 10, 0, 0, 0, 0, 0, 18, 7, 35
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\AuditLogVm.cs", "C#", 11, 0, 0, 0, 0, 0, 24, 8, 43
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\BackpackItemVm.cs", "C#", 10, 0, 0, 0, 0, 0, 40, 8, 58
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\DoctorCohortSummaryVm.cs", "C#", 7, 0, 0, 0, 0, 0, 2, 2, 11
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\DoctorNoteVm.cs", "C#", 13, 0, 0, 0, 0, 0, 2, 2, 17
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\InviteCodeVm.cs", "C#", 13, 0, 0, 0, 0, 0, 5, 3, 21
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\LinkedAccessUserVm.cs", "C#", 15, 0, 0, 0, 0, 0, 10, 4, 29
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\MeasurementVm.cs", "C#", 14, 0, 0, 0, 0, 0, 5, 2, 21
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\ParentDashboardVm.cs", "C#", 15, 0, 0, 0, 0, 0, 28, 9, 52
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\PatientListVm.cs", "C#", 11, 0, 0, 0, 0, 0, 21, 8, 40
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\SyncConflictVm.cs", "C#", 11, 0, 0, 0, 0, 0, 24, 8, 43
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\SyncLogVm.cs", "C#", 12, 0, 0, 0, 0, 0, 1, 2, 15
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\SystemStatsVm.cs", "C#", 13, 0, 0, 0, 0, 0, 7, 3, 23
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\TimelineItemVm.cs", "C#", 15, 0, 0, 0, 0, 0, 36, 11, 62
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\UserNotificationItem.cs", "C#", 14, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\ViewModels\UserPreferencesVm.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\_Imports.razor", "Razor", 0, 18, 0, 0, 0, 0, 0, 1, 19
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\wwwroot\css\add-note-modal.css", "CSS", 0, 0, 365, 0, 0, 0, 40, 70, 475
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\wwwroot\css\admin-dashboard.css", "CSS", 0, 0, 499, 0, 0, 0, 60, 107, 666
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\wwwroot\css\app.css", "CSS", 0, 0, 931, 0, 0, 0, 97, 176, 1204
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\wwwroot\css\base.css", "CSS", 0, 0, 1164, 0, 0, 0, 242, 294, 1700
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Web\wwwroot\css\components.css", "CSS", 0, 0, 1188, 0, 0, 0, 111, 254, 1553
